DATE,ALLSKY_KT,T2M,PRECTOTCORR,PS,WS10M,Status
6/20/2019,0.47,19.17,11.52,87.9,0.76,TIDAK BERPOTENSI UPWELLING
6/21/2019,0.45,19.64,13.76,87.84,0.9,TIDAK BERPOTENSI UPWELLING
6/22/2019,0.55,19.37,12.26,87.79,1.09,TIDAK BERPOTENSI UPWELLING
6/23/2019,0.45,19.12,5.05,87.76,0.98,TIDAK BERPOTENSI UPWELLING
6/24/2019,0.38,19.44,0.72,87.83,0.95,TIDAK BERPOTENSI UPWELLING
6/25/2019,0.45,19.33,6.74,87.96,0.98,TIDAK BERPOTENSI UPWELLING
6/26/2019,0.6,18.93,0.03,88,1.15,TIDAK BERPOTENSI UPWELLING
6/27/2019,0.68,18.59,0,87.9,1.12,TIDAK BERPOTENSI UPWELLING
6/28/2019,0.66,19.3,0,87.83,1.12,TIDAK BERPOTENSI UPWELLING
6/29/2019,0.59,19.58,1.61,87.88,1.11,TIDAK BERPOTENSI UPWELLING
6/30/2019,0.59,18.31,0.08,87.88,1.01,TIDAK BERPOTENSI UPWELLING
7/1/2019,0.64,19.3,0,87.87,1.05,TIDAK BERPOTENSI UPWELLING
7/2/2019,0.62,19.58,0,87.87,0.87,TIDAK BERPOTENSI UPWELLING
7/3/2019,0.59,19.98,0,87.93,0.77,TIDAK BERPOTENSI UPWELLING
7/4/2019,0.49,20.01,0,87.94,0.65,TIDAK BERPOTENSI UPWELLING
7/5/2019,0.52,19.73,0,87.85,0.62,TIDAK BERPOTENSI UPWELLING
7/6/2019,0.61,19.76,0,87.87,0.61,TIDAK BERPOTENSI UPWELLING
7/7/2019,0.57,20.09,0,87.91,0.67,TIDAK BERPOTENSI UPWELLING
7/8/2019,0.55,20.17,0.9,87.89,0.66,TIDAK BERPOTENSI UPWELLING
7/9/2019,0.49,19.51,0.15,87.95,0.38,TIDAK BERPOTENSI UPWELLING
7/10/2019,0.42,20.36,0.08,87.83,0.61,TIDAK BERPOTENSI UPWELLING
7/11/2019,0.42,19.83,5.47,87.95,0.66,TIDAK BERPOTENSI UPWELLING
7/12/2019,0.51,19.41,4.93,88.02,0.55,TIDAK BERPOTENSI UPWELLING
7/13/2019,0.55,19.65,0.02,87.99,0.68,TIDAK BERPOTENSI UPWELLING
7/14/2019,0.48,19.91,1.27,87.92,0.74,TIDAK BERPOTENSI UPWELLING
7/15/2019,0.63,19.78,0.11,87.81,0.84,TIDAK BERPOTENSI UPWELLING
7/16/2019,0.54,19.87,0,87.83,0.66,TIDAK BERPOTENSI UPWELLING
7/17/2019,0.54,20.31,0.91,87.72,0.84,TIDAK BERPOTENSI UPWELLING
7/18/2019,0.49,19.41,18.49,87.7,0.91,TIDAK BERPOTENSI UPWELLING
7/19/2019,0.34,18.3,26.61,87.76,0.88,BERPOTENSI UPWELLING
7/20/2019,0.36,19.07,61.46,87.8,0.8,BERPOTENSI UPWELLING
7/21/2019,0.34,19.64,13.02,87.81,0.8,TIDAK BERPOTENSI UPWELLING
7/22/2019,0.57,20.2,0.1,87.81,0.65,TIDAK BERPOTENSI UPWELLING
7/23/2019,0.52,20.41,1.17,87.84,0.57,TIDAK BERPOTENSI UPWELLING
7/24/2019,0.56,19.78,0.31,87.93,0.73,TIDAK BERPOTENSI UPWELLING
7/25/2019,0.45,19.87,1.03,87.98,0.76,TIDAK BERPOTENSI UPWELLING
7/26/2019,0.59,20.03,0.01,87.93,0.64,TIDAK BERPOTENSI UPWELLING
7/27/2019,0.69,20.26,0,87.9,0.79,TIDAK BERPOTENSI UPWELLING
7/28/2019,0.7,19.52,0,87.94,0.71,TIDAK BERPOTENSI UPWELLING
7/29/2019,0.63,19.82,0.53,87.94,0.84,TIDAK BERPOTENSI UPWELLING
7/30/2019,0.66,20.16,0.09,87.91,0.61,TIDAK BERPOTENSI UPWELLING
7/31/2019,0.61,19.63,0.04,87.97,0.68,TIDAK BERPOTENSI UPWELLING
8/1/2019,0.5,18.5,0.02,88.04,1.2,TIDAK BERPOTENSI UPWELLING
8/2/2019,0.56,18.69,0,87.99,1.28,TIDAK BERPOTENSI UPWELLING
8/3/2019,0.59,18.69,0,87.99,0.78,TIDAK BERPOTENSI UPWELLING
8/4/2019,0.58,19.54,0,87.91,1.09,TIDAK BERPOTENSI UPWELLING
8/5/2019,0.61,19.9,0,87.85,1.06,TIDAK BERPOTENSI UPWELLING
8/6/2019,0.66,19.08,0,87.87,1.06,TIDAK BERPOTENSI UPWELLING
8/7/2019,0.55,19.06,0,87.85,0.95,TIDAK BERPOTENSI UPWELLING
8/8/2019,0.57,19.97,1.93,87.85,0.88,TIDAK BERPOTENSI UPWELLING
8/9/2019,0.55,18.4,4.08,87.9,1.2,TIDAK BERPOTENSI UPWELLING
8/10/2019,0.27,17.87,18.19,87.83,1.38,TIDAK BERPOTENSI UPWELLING
8/11/2019,0.38,18.65,10.61,87.84,1.47,TIDAK BERPOTENSI UPWELLING
8/12/2019,0.52,18.34,0.86,87.9,1.39,TIDAK BERPOTENSI UPWELLING
8/13/2019,0.4,18.87,8.63,87.99,0.96,TIDAK BERPOTENSI UPWELLING
8/14/2019,0.34,18.78,5.59,88.05,0.9,TIDAK BERPOTENSI UPWELLING
8/15/2019,0.41,19.54,0.23,88.03,1.1,TIDAK BERPOTENSI UPWELLING
8/16/2019,0.48,19.33,2.33,88,1.11,TIDAK BERPOTENSI UPWELLING
8/17/2019,0.61,18.64,0.24,87.98,0.94,TIDAK BERPOTENSI UPWELLING
8/18/2019,0.47,19.51,0.1,87.98,0.86,TIDAK BERPOTENSI UPWELLING
8/19/2019,0.55,20.64,0.01,87.93,0.63,TIDAK BERPOTENSI UPWELLING
8/20/2019,0.5,20.44,43.09,87.76,0.76,BERPOTENSI UPWELLING
8/21/2019,0.38,19.01,31.94,87.89,0.84,BERPOTENSI UPWELLING
8/22/2019,0.52,19.7,3.46,87.9,0.66,TIDAK BERPOTENSI UPWELLING
8/23/2019,0.45,19.76,24.39,87.95,0.47,TIDAK BERPOTENSI UPWELLING
8/24/2019,0.35,19.05,16.27,87.97,0.8,TIDAK BERPOTENSI UPWELLING
8/25/2019,0.4,18.66,2.2,87.97,1,TIDAK BERPOTENSI UPWELLING
8/26/2019,0.44,18.93,0.13,87.93,0.86,TIDAK BERPOTENSI UPWELLING
8/27/2019,0.55,19.89,0.02,87.88,0.99,TIDAK BERPOTENSI UPWELLING
8/28/2019,0.54,19.41,0,87.94,0.87,TIDAK BERPOTENSI UPWELLING
8/29/2019,0.36,19.3,2.35,87.88,0.93,TIDAK BERPOTENSI UPWELLING
8/30/2019,0.47,18.83,0.06,87.76,0.98,TIDAK BERPOTENSI UPWELLING
8/31/2019,0.6,19.57,0.44,87.77,0.85,TIDAK BERPOTENSI UPWELLING
9/1/2019,0.38,19.08,0.22,87.93,0.88,TIDAK BERPOTENSI UPWELLING
9/2/2019,0.51,19.74,0.04,87.94,0.82,TIDAK BERPOTENSI UPWELLING
9/3/2019,0.37,19.33,1.31,87.92,0.86,TIDAK BERPOTENSI UPWELLING
9/4/2019,0.55,18.73,15.14,87.95,1.09,TIDAK BERPOTENSI UPWELLING
9/5/2019,0.54,19.12,0.03,87.93,0.94,TIDAK BERPOTENSI UPWELLING
9/6/2019,0.63,19.13,22.55,87.9,1.16,TIDAK BERPOTENSI UPWELLING
9/7/2019,0.57,19.49,5.72,87.93,0.83,TIDAK BERPOTENSI UPWELLING
9/8/2019,0.42,19.9,1.18,87.95,0.79,TIDAK BERPOTENSI UPWELLING
9/9/2019,0.38,19.24,0.41,87.95,0.75,TIDAK BERPOTENSI UPWELLING
9/10/2019,0.47,18.97,0.98,88.02,0.98,TIDAK BERPOTENSI UPWELLING
9/11/2019,0.5,19.02,0.34,88.1,0.77,TIDAK BERPOTENSI UPWELLING
9/12/2019,0.52,20.52,0.1,88.08,0.48,TIDAK BERPOTENSI UPWELLING
9/13/2019,0.4,20.16,0.34,88.08,0.77,TIDAK BERPOTENSI UPWELLING
9/14/2019,0.45,19.4,0.03,88.02,0.95,TIDAK BERPOTENSI UPWELLING
9/15/2019,0.42,18.67,7.36,87.98,1.13,TIDAK BERPOTENSI UPWELLING
9/16/2019,0.38,19.33,0.3,87.85,0.7,TIDAK BERPOTENSI UPWELLING
9/17/2019,0.57,19.78,0.03,87.89,0.72,TIDAK BERPOTENSI UPWELLING
9/18/2019,0.47,20.5,0.06,87.94,0.63,TIDAK BERPOTENSI UPWELLING
9/19/2019,0.39,20.54,15.45,87.96,0.6,TIDAK BERPOTENSI UPWELLING
9/20/2019,0.45,20.49,4.07,87.91,0.52,TIDAK BERPOTENSI UPWELLING
9/21/2019,0.42,20.7,4.94,87.8,0.7,TIDAK BERPOTENSI UPWELLING
9/22/2019,0.37,20.31,1.78,87.87,0.55,TIDAK BERPOTENSI UPWELLING
9/23/2019,0.28,20.1,1.14,87.93,0.75,TIDAK BERPOTENSI UPWELLING
9/24/2019,0.41,19.99,8.59,87.94,0.92,TIDAK BERPOTENSI UPWELLING
9/25/2019,0.41,20.54,18.42,88,0.99,TIDAK BERPOTENSI UPWELLING
9/26/2019,0.45,20.37,2.94,88.03,0.85,TIDAK BERPOTENSI UPWELLING
9/27/2019,0.47,20.52,6.38,87.98,0.45,TIDAK BERPOTENSI UPWELLING
9/28/2019,0.42,20.67,0.93,87.98,0.65,TIDAK BERPOTENSI UPWELLING
9/29/2019,0.43,19.33,23.44,87.98,0.53,TIDAK BERPOTENSI UPWELLING
9/30/2019,0.43,19.55,32.91,88,0.56,BERPOTENSI UPWELLING
10/1/2019,0.43,20.24,3.4,87.95,0.8,TIDAK BERPOTENSI UPWELLING
10/2/2019,0.36,19.47,1.1,87.92,0.51,TIDAK BERPOTENSI UPWELLING
10/3/2019,0.44,19.6,5.49,87.99,0.66,TIDAK BERPOTENSI UPWELLING
10/4/2019,0.46,20.15,5.4,87.84,0.48,TIDAK BERPOTENSI UPWELLING
10/5/2019,0.39,19.28,2.49,87.85,0.36,TIDAK BERPOTENSI UPWELLING
10/6/2019,0.42,19.28,5.55,87.85,0.45,TIDAK BERPOTENSI UPWELLING
10/7/2019,0.44,19.73,11.24,87.82,0.51,TIDAK BERPOTENSI UPWELLING
10/8/2019,0.43,19.52,41.01,87.84,0.5,BERPOTENSI UPWELLING
10/9/2019,0.3,18.37,37.96,87.96,0.4,BERPOTENSI UPWELLING
10/10/2019,0.41,19.49,2.98,87.93,0.78,TIDAK BERPOTENSI UPWELLING
10/11/2019,0.38,19.79,2.55,87.89,0.62,TIDAK BERPOTENSI UPWELLING
10/12/2019,0.48,20.53,10.36,87.8,0.67,TIDAK BERPOTENSI UPWELLING
10/13/2019,0.4,19.74,6.24,87.74,0.67,TIDAK BERPOTENSI UPWELLING
10/14/2019,0.41,19.99,3.4,87.83,0.6,TIDAK BERPOTENSI UPWELLING
10/15/2019,0.43,20.65,0.35,87.82,0.47,TIDAK BERPOTENSI UPWELLING
10/16/2019,0.55,21.12,23.19,87.8,0.63,TIDAK BERPOTENSI UPWELLING
10/17/2019,0.41,19.94,27.37,87.84,0.8,BERPOTENSI UPWELLING
10/18/2019,0.38,19.7,9.64,87.84,0.54,TIDAK BERPOTENSI UPWELLING
10/19/2019,0.4,20.06,0.74,87.86,0.59,TIDAK BERPOTENSI UPWELLING
10/20/2019,0.41,20.51,3.73,87.82,0.74,TIDAK BERPOTENSI UPWELLING
10/21/2019,0.41,20.7,18.79,87.74,0.7,TIDAK BERPOTENSI UPWELLING
10/22/2019,0.34,20.42,9.23,87.7,0.59,TIDAK BERPOTENSI UPWELLING
10/23/2019,0.43,20.46,13.09,87.76,0.72,TIDAK BERPOTENSI UPWELLING
10/24/2019,0.3,19.36,27.33,87.82,0.66,BERPOTENSI UPWELLING
10/25/2019,0.44,20.16,4.9,87.84,0.77,TIDAK BERPOTENSI UPWELLING
10/26/2019,0.43,20.5,24.72,87.83,0.66,TIDAK BERPOTENSI UPWELLING
10/27/2019,0.38,19.61,15.75,87.78,0.69,TIDAK BERPOTENSI UPWELLING
10/28/2019,0.27,19.92,0.7,87.83,0.5,TIDAK BERPOTENSI UPWELLING
10/29/2019,0.49,20.51,33.19,87.79,0.59,BERPOTENSI UPWELLING
10/30/2019,0.42,20.62,27.16,87.78,0.48,BERPOTENSI UPWELLING
10/31/2019,0.47,19.73,33.45,87.79,0.89,BERPOTENSI UPWELLING
11/1/2019,0.45,19.23,0.68,87.85,0.88,TIDAK BERPOTENSI UPWELLING
11/2/2019,0.27,19.01,5.36,87.9,0.91,TIDAK BERPOTENSI UPWELLING
11/3/2019,0.48,19.44,0.17,87.96,0.73,TIDAK BERPOTENSI UPWELLING
11/4/2019,0.45,19.51,0.06,88.01,0.67,TIDAK BERPOTENSI UPWELLING
11/5/2019,0.5,19.82,0.49,87.87,0.66,TIDAK BERPOTENSI UPWELLING
11/6/2019,0.39,19.58,2.73,87.82,0.91,TIDAK BERPOTENSI UPWELLING
11/7/2019,0.34,19.37,19.22,87.91,0.82,TIDAK BERPOTENSI UPWELLING
11/8/2019,0.41,19.7,3.42,88.04,0.72,TIDAK BERPOTENSI UPWELLING
11/9/2019,0.53,20.27,0,88,0.66,TIDAK BERPOTENSI UPWELLING
11/10/2019,0.48,19.7,1.76,87.91,0.73,TIDAK BERPOTENSI UPWELLING
11/11/2019,0.43,20.08,12.58,87.78,1.02,TIDAK BERPOTENSI UPWELLING
11/12/2019,0.45,19.65,8.38,87.88,0.47,TIDAK BERPOTENSI UPWELLING
11/13/2019,0.47,20.06,26.06,87.9,0.71,BERPOTENSI UPWELLING
11/14/2019,0.44,20.66,10.67,87.82,0.45,TIDAK BERPOTENSI UPWELLING
11/15/2019,0.4,20.08,19.97,87.78,0.54,TIDAK BERPOTENSI UPWELLING
11/16/2019,0.41,21.03,28.26,87.84,0.65,BERPOTENSI UPWELLING
11/17/2019,0.52,19.83,18.97,87.87,0.43,TIDAK BERPOTENSI UPWELLING
11/18/2019,0.51,20.67,4.95,87.89,0.68,TIDAK BERPOTENSI UPWELLING
11/19/2019,0.45,19.73,7.91,87.87,0.59,TIDAK BERPOTENSI UPWELLING
11/20/2019,0.46,20.8,1.69,87.78,0.63,TIDAK BERPOTENSI UPWELLING
11/21/2019,0.5,20.3,3.17,87.8,0.61,TIDAK BERPOTENSI UPWELLING
11/22/2019,0.45,20.01,11.52,87.9,0.58,TIDAK BERPOTENSI UPWELLING
11/23/2019,0.48,19.97,2.77,87.9,0.48,TIDAK BERPOTENSI UPWELLING
11/24/2019,0.43,19.86,3.76,87.82,0.37,TIDAK BERPOTENSI UPWELLING
11/25/2019,0.54,19.85,1.7,87.89,0.73,TIDAK BERPOTENSI UPWELLING
11/26/2019,0.48,19.67,4.53,87.77,0.93,TIDAK BERPOTENSI UPWELLING
11/27/2019,0.5,19.71,8.36,87.72,0.78,TIDAK BERPOTENSI UPWELLING
11/28/2019,0.48,20.09,1.25,87.7,0.52,TIDAK BERPOTENSI UPWELLING
11/29/2019,0.47,20.59,2.49,87.76,0.75,TIDAK BERPOTENSI UPWELLING
11/30/2019,0.49,20.34,5.05,87.77,0.66,TIDAK BERPOTENSI UPWELLING
12/1/2019,0.34,20,33.05,87.84,0.54,BERPOTENSI UPWELLING
12/2/2019,0.4,19.11,21.21,87.89,0.74,TIDAK BERPOTENSI UPWELLING
12/3/2019,0.41,19.56,3.58,87.81,0.51,TIDAK BERPOTENSI UPWELLING
12/4/2019,0.45,20.23,5.41,87.85,0.95,TIDAK BERPOTENSI UPWELLING
12/5/2019,0.45,20.23,1.31,87.92,0.78,TIDAK BERPOTENSI UPWELLING
12/6/2019,0.52,20.16,5.35,87.9,0.76,TIDAK BERPOTENSI UPWELLING
12/7/2019,0.43,19.69,1.49,87.88,0.91,TIDAK BERPOTENSI UPWELLING
12/8/2019,0.51,19.46,0.15,87.95,0.39,TIDAK BERPOTENSI UPWELLING
12/9/2019,0.4,19.77,0.17,87.93,0.77,TIDAK BERPOTENSI UPWELLING
12/10/2019,0.52,19.87,27.3,87.82,0.58,BERPOTENSI UPWELLING
12/11/2019,0.38,19.65,6.48,87.78,0.74,TIDAK BERPOTENSI UPWELLING
12/12/2019,0.53,19.91,9.59,87.81,0.87,TIDAK BERPOTENSI UPWELLING
12/13/2019,0.53,19.73,0.19,87.91,0.91,TIDAK BERPOTENSI UPWELLING
12/14/2019,0.44,19.02,16.99,87.95,1.03,TIDAK BERPOTENSI UPWELLING
12/15/2019,0.3,18.32,46.95,87.88,0.65,BERPOTENSI UPWELLING
12/16/2019,0.49,19.68,10.47,87.85,0.73,TIDAK BERPOTENSI UPWELLING
12/17/2019,0.48,20.08,0.69,87.89,0.69,TIDAK BERPOTENSI UPWELLING
12/18/2019,0.34,19.53,2.73,87.92,0.63,TIDAK BERPOTENSI UPWELLING
12/19/2019,0.55,20.23,2.91,87.84,0.45,TIDAK BERPOTENSI UPWELLING
12/20/2019,0.45,20.66,2,87.78,0.64,TIDAK BERPOTENSI UPWELLING
12/21/2019,0.44,20.33,0.7,87.85,0.57,TIDAK BERPOTENSI UPWELLING
12/22/2019,0.56,20.62,1.49,87.91,0.46,TIDAK BERPOTENSI UPWELLING
12/23/2019,0.59,20.61,0.44,87.91,0.57,TIDAK BERPOTENSI UPWELLING
12/24/2019,0.57,20.47,0.38,87.93,0.66,TIDAK BERPOTENSI UPWELLING
12/25/2019,0.37,20.43,2.84,87.89,0.62,TIDAK BERPOTENSI UPWELLING
12/26/2019,0.53,20.31,0.42,87.87,0.59,TIDAK BERPOTENSI UPWELLING
12/27/2019,0.48,20.09,0,87.82,0.37,TIDAK BERPOTENSI UPWELLING
12/28/2019,0.51,20.8,1.41,87.8,0.51,TIDAK BERPOTENSI UPWELLING
12/29/2019,0.55,20.52,5.27,87.82,0.45,TIDAK BERPOTENSI UPWELLING
12/30/2019,0.45,20.04,6.66,87.9,0.51,TIDAK BERPOTENSI UPWELLING
12/31/2019,0.59,20.61,0.33,88.01,0.73,TIDAK BERPOTENSI UPWELLING
1/1/2020,0.55,19.47,0,88.09,1.17,TIDAK BERPOTENSI UPWELLING
1/2/2020,0.63,19.37,0.03,88.12,0.91,TIDAK BERPOTENSI UPWELLING
1/3/2020,0.52,20.31,0,88.05,0.75,TIDAK BERPOTENSI UPWELLING
1/4/2020,0.59,20.21,0.31,87.88,0.7,TIDAK BERPOTENSI UPWELLING
1/5/2020,0.62,20.14,0.06,87.89,0.7,TIDAK BERPOTENSI UPWELLING
1/6/2020,0.66,20.26,4.22,87.94,0.88,TIDAK BERPOTENSI UPWELLING
1/7/2020,0.64,19.86,0.87,87.89,0.86,TIDAK BERPOTENSI UPWELLING
1/8/2020,0.64,20.37,0,87.82,0.77,TIDAK BERPOTENSI UPWELLING
1/9/2020,0.47,19.73,0.79,87.84,0.61,TIDAK BERPOTENSI UPWELLING
1/10/2020,0.52,20.04,0.49,87.87,0.61,TIDAK BERPOTENSI UPWELLING
1/11/2020,0.45,19.98,0,87.87,0.65,TIDAK BERPOTENSI UPWELLING
1/12/2020,0.6,20.34,0,87.79,0.55,TIDAK BERPOTENSI UPWELLING
1/13/2020,0.6,21.1,7.26,87.72,0.53,TIDAK BERPOTENSI UPWELLING
1/14/2020,0.56,20.74,8.92,87.8,0.62,TIDAK BERPOTENSI UPWELLING
1/15/2020,0.59,20.19,2.72,87.84,0.7,TIDAK BERPOTENSI UPWELLING
1/16/2020,0.56,20.7,0.43,87.86,0.55,TIDAK BERPOTENSI UPWELLING
1/17/2020,0.56,20.76,0.72,87.93,0.61,TIDAK BERPOTENSI UPWELLING
1/18/2020,0.56,20.49,0.01,87.88,0.69,TIDAK BERPOTENSI UPWELLING
1/19/2020,0.53,20.62,26.35,87.91,0.66,BERPOTENSI UPWELLING
1/20/2020,0.48,20.47,43.45,87.94,0.74,BERPOTENSI UPWELLING
1/21/2020,0.48,20.08,6.14,88.03,0.8,TIDAK BERPOTENSI UPWELLING
1/22/2020,0.64,20.11,24.49,87.99,0.92,TIDAK BERPOTENSI UPWELLING
1/23/2020,0.61,20.49,3.68,87.94,0.66,TIDAK BERPOTENSI UPWELLING
1/24/2020,0.62,20.98,34.77,87.92,0.91,BERPOTENSI UPWELLING
1/25/2020,0.47,21.08,16.43,87.85,0.55,TIDAK BERPOTENSI UPWELLING
1/26/2020,0.53,21.14,0.01,87.84,0.62,TIDAK BERPOTENSI UPWELLING
1/27/2020,0.51,21.28,0.14,87.83,0.6,TIDAK BERPOTENSI UPWELLING
1/28/2020,0.45,20.9,38.42,87.86,0.71,BERPOTENSI UPWELLING
1/29/2020,0.39,19.23,12.73,88.01,0.7,TIDAK BERPOTENSI UPWELLING
1/30/2020,0.64,20.46,0.01,87.89,0.73,TIDAK BERPOTENSI UPWELLING
1/31/2020,0.58,20.48,0,87.86,0.74,TIDAK BERPOTENSI UPWELLING
2/1/2020,0.59,20.96,0.02,87.87,0.58,TIDAK BERPOTENSI UPWELLING
2/2/2020,0.53,20.12,21.03,87.96,0.64,TIDAK BERPOTENSI UPWELLING
2/3/2020,0.51,19.66,0.56,88,1.05,TIDAK BERPOTENSI UPWELLING
2/4/2020,0.62,19.67,0.02,87.9,1.05,TIDAK BERPOTENSI UPWELLING
2/5/2020,0.55,19.25,0,87.88,0.66,TIDAK BERPOTENSI UPWELLING
2/6/2020,0.47,20.17,11.77,87.91,0.49,TIDAK BERPOTENSI UPWELLING
2/7/2020,0.4,19.36,13.8,87.99,0.84,TIDAK BERPOTENSI UPWELLING
2/8/2020,0.56,19.38,0.72,88.04,0.72,TIDAK BERPOTENSI UPWELLING
2/9/2020,0.55,19.66,0,87.98,0.73,TIDAK BERPOTENSI UPWELLING
2/10/2020,0.53,20.01,13.21,87.95,0.93,TIDAK BERPOTENSI UPWELLING
2/11/2020,0.39,20.33,2.67,87.95,0.59,TIDAK BERPOTENSI UPWELLING
2/12/2020,0.55,20.98,0.09,87.98,0.53,TIDAK BERPOTENSI UPWELLING
2/13/2020,0.48,20.36,36.78,87.97,0.59,BERPOTENSI UPWELLING
2/14/2020,0.52,20.2,11.69,87.94,0.59,TIDAK BERPOTENSI UPWELLING
2/15/2020,0.35,20.28,5.65,88.03,0.65,TIDAK BERPOTENSI UPWELLING
2/16/2020,0.56,20.65,5.32,88.04,0.79,TIDAK BERPOTENSI UPWELLING
2/17/2020,0.58,19.95,0.05,88.07,0.78,TIDAK BERPOTENSI UPWELLING
2/18/2020,0.4,18.47,0.57,88.06,0.56,TIDAK BERPOTENSI UPWELLING
2/19/2020,0.46,20.01,1.2,87.99,0.8,TIDAK BERPOTENSI UPWELLING
2/20/2020,0.66,19.9,0.01,87.97,1.3,TIDAK BERPOTENSI UPWELLING
2/21/2020,0.66,19.29,0.06,88.03,1.41,TIDAK BERPOTENSI UPWELLING
2/22/2020,0.63,19.73,3.07,88.06,1.41,TIDAK BERPOTENSI UPWELLING
2/23/2020,0.41,19.23,0.68,87.99,0.92,TIDAK BERPOTENSI UPWELLING
2/24/2020,0.63,20.98,0,87.88,1.14,TIDAK BERPOTENSI UPWELLING
2/25/2020,0.6,21.47,6.75,87.83,0.66,TIDAK BERPOTENSI UPWELLING
2/26/2020,0.58,20.53,4.41,87.88,0.91,TIDAK BERPOTENSI UPWELLING
2/27/2020,0.67,21.26,22.4,87.84,0.8,TIDAK BERPOTENSI UPWELLING
2/28/2020,0.55,19.97,22.84,87.81,0.64,TIDAK BERPOTENSI UPWELLING
2/29/2020,0.52,21.43,0,87.77,0.62,TIDAK BERPOTENSI UPWELLING
3/1/2020,0.55,20.58,4.83,87.85,0.6,TIDAK BERPOTENSI UPWELLING
3/2/2020,0.58,21.57,0.24,87.87,0.67,TIDAK BERPOTENSI UPWELLING
3/3/2020,0.63,21.36,0,87.86,0.82,TIDAK BERPOTENSI UPWELLING
3/4/2020,0.62,21.97,0,87.85,0.59,TIDAK BERPOTENSI UPWELLING
3/5/2020,0.48,20.11,9.2,87.9,0.59,TIDAK BERPOTENSI UPWELLING
3/6/2020,0.4,19.97,0.86,88.04,0.57,TIDAK BERPOTENSI UPWELLING
3/7/2020,0.43,20.25,0.02,88.07,0.83,TIDAK BERPOTENSI UPWELLING
3/8/2020,0.55,21.36,0.02,87.96,0.75,TIDAK BERPOTENSI UPWELLING
3/9/2020,0.57,21.09,0.01,87.86,0.71,TIDAK BERPOTENSI UPWELLING
3/10/2020,0.55,20.65,21.68,87.87,0.64,TIDAK BERPOTENSI UPWELLING
3/11/2020,0.49,20.53,7.59,87.97,0.52,TIDAK BERPOTENSI UPWELLING
3/12/2020,0.52,21.26,9.69,88.03,0.71,TIDAK BERPOTENSI UPWELLING
3/13/2020,0.66,21.37,0.31,87.99,0.78,TIDAK BERPOTENSI UPWELLING
3/14/2020,0.66,21.33,0,87.86,0.89,TIDAK BERPOTENSI UPWELLING
3/15/2020,0.59,21.32,12.54,87.86,0.95,TIDAK BERPOTENSI UPWELLING
3/16/2020,0.5,20.9,1.31,87.94,0.87,TIDAK BERPOTENSI UPWELLING
3/17/2020,0.47,19.94,4.69,88.06,0.69,TIDAK BERPOTENSI UPWELLING
3/18/2020,0.62,20.69,0.25,87.98,0.83,TIDAK BERPOTENSI UPWELLING
3/19/2020,0.59,20.27,0,87.94,0.73,TIDAK BERPOTENSI UPWELLING
3/20/2020,0.63,20.97,0,87.93,0.54,TIDAK BERPOTENSI UPWELLING
3/21/2020,0.58,20.26,0.04,87.95,0.55,TIDAK BERPOTENSI UPWELLING
3/22/2020,0.61,20.49,0.7,87.92,0.48,TIDAK BERPOTENSI UPWELLING
3/23/2020,0.56,19.98,0.92,87.83,0.52,TIDAK BERPOTENSI UPWELLING
3/24/2020,0.59,20.7,0.12,87.68,0.7,TIDAK BERPOTENSI UPWELLING
3/25/2020,0.55,21.12,4.4,87.62,0.55,TIDAK BERPOTENSI UPWELLING
3/26/2020,0.39,20.16,39.32,87.83,0.74,BERPOTENSI UPWELLING
3/27/2020,0.5,21.4,1.28,87.9,0.84,TIDAK BERPOTENSI UPWELLING
3/28/2020,0.48,21.64,0.01,87.85,0.7,TIDAK BERPOTENSI UPWELLING
3/29/2020,0.53,21.04,27.55,87.8,0.7,BERPOTENSI UPWELLING
3/30/2020,0.49,21.2,7.97,87.89,0.54,TIDAK BERPOTENSI UPWELLING
3/31/2020,0.53,20.69,0.6,87.86,0.82,TIDAK BERPOTENSI UPWELLING
4/1/2020,0.48,21.43,0.62,87.84,0.76,TIDAK BERPOTENSI UPWELLING
4/2/2020,0.45,20.23,0.11,87.81,0.58,TIDAK BERPOTENSI UPWELLING
4/3/2020,0.42,21.2,0.14,87.89,0.55,TIDAK BERPOTENSI UPWELLING
4/4/2020,0.48,21.3,2.49,87.87,0.82,TIDAK BERPOTENSI UPWELLING
4/5/2020,0.52,19.33,10.23,87.94,0.67,TIDAK BERPOTENSI UPWELLING
4/6/2020,0.31,20.85,35.13,87.96,0.7,BERPOTENSI UPWELLING
4/7/2020,0.45,20.65,21.43,87.89,0.62,TIDAK BERPOTENSI UPWELLING
4/8/2020,0.48,20.55,0.49,87.98,0.7,TIDAK BERPOTENSI UPWELLING
4/9/2020,0.45,20.85,37.02,87.98,0.64,BERPOTENSI UPWELLING
4/10/2020,0.53,21.33,2.61,88.02,0.88,TIDAK BERPOTENSI UPWELLING
4/11/2020,0.57,21.05,0.14,87.99,0.58,TIDAK BERPOTENSI UPWELLING
4/12/2020,0.45,20.65,2.94,87.93,0.49,TIDAK BERPOTENSI UPWELLING
4/13/2020,0.47,20.84,109.73,87.83,0.55,BERPOTENSI UPWELLING
4/14/2020,0.33,20.88,20.35,87.94,0.67,TIDAK BERPOTENSI UPWELLING
4/15/2020,0.51,21.93,0.26,87.97,0.59,TIDAK BERPOTENSI UPWELLING
